"symbol","nameEN","ALPHA","MKT","SMB","HML","RMW","CMA","R2adj"
"TNL","THANULUX PUBLIC COMPANY LIMITED","4e-04","0.04837","0.34395","0.16324","-0.1293","-0.01521","0.00529"
"TNP","THANAPIRIYA PUBLIC COMPANY LIMITED","0.00052","0.98454","0.87641","-0.12384","0.04197","0.0392","0.12349"
"TNPC","THAI NAM PLASTIC PUBLIC COMPANY LIMITED","0.00011","1.03188","1.17855","0.20113","0.00597","0.15391","0.07071"
"TNPF","TRINITY FREEHOLD AND LEASEHOLD PROPERTY FUND","8e-04","0.62948","0.58884","2.08043","0.77073","-0.78608","0.0624"
"TNR","THAI NIPPON RUBBER INDUSTRY PUBLIC COMPANY LIMITED","-0.00046","0.75327","0.65178","0.24724","0.16309","-0.07073","0.07037"
"TOG","THAI OPTICAL GROUP PUBLIC COMPANY LIMITED","0.00056","0.79115","0.64542","0.08454","-0.00396","-0.08631","0.09888"
"TOP","THAI OIL PUBLIC COMPANY LIMITED","-0.00013","1.25499","-0.19392","0.62637","0.1642","-0.0757","0.38012"
"TOPP","THAI O.P.P. PUBLIC COMPANY LIMITED","0.00035","0.02327","0.09914","0.14689","0.06896","0.03307","-0.00071"
"TPA","THAI POLY ACRYLIC PUBLIC COMPANY LIMITED","-5e-05","0.4286","0.34833","-0.04479","-0.11979","0.09035","0.02678"
"TPAC","THAI PLASPAC PUBLIC COMPANY LIMITED","0.00057","0.4603","0.41952","-0.00099","-0.03975","0.04839","0.02313"
"TPBI","TPBI PUBLIC COMPANY LIMITED","-0.00068","0.73234","0.55134","-0.1047","-0.33554","-0.04681","0.07973"
"TPCH","TPC POWER HOLDING PUBLIC COMPANY LIMITED","-0.00025","1.17411","0.72058","0.08222","-0.2205","-0.00813","0.21223"
"TPCS","TPCS PUBLIC COMPANY LIMITED","0.00038","0.15268","0.21201","0.25262","0.17778","-0.00398","0.00469"
"TPIPL","TPI POLENE PUBLIC COMPANY LIMITED","3e-05","1.08182","0.63303","0.23879","-0.30576","0.03891","0.19942"
"TPIPP","TPI POLENE POWER PUBLIC COMPANY LIMITED","-4e-04","0.87718","0.39158","0.10237","-0.03045","-0.06787","0.28949"
"TPL","Thai Parcels Public Company Limited","-0.01062","0.59784","2.34609","0.6979","4.07592","0.80806","-0.00888"
"TPLAS","THAI PLASTIC INDUSTRIAL (1994) PUBLIC COMPANY LIMITED","6e-05","1.09946","1.36698","0.01087","0.06017","-0.07115","0.10156"
"TPOLY","THAI POLYCONS PUBLIC COMPANY LIMITED","-0.00033","1.29078","1.27071","0.24512","-0.25268","-0.00604","0.17228"
"TPP","THAI PACKAGING & PRINTING PUBLIC COMPANY LIMITED","0.00039","0.80707","0.38437","0.09018","-0.03197","-0.01064","0.04115"
"TPRIME","THAILAND PRIME PROPERTY FREEHOLD AND LEASEHOLD REAL ESTATE INVESTMENT TRUST","-0.00025","0.22268","0.05893","0.13002","0.07808","-0.05886","0.02871"
"TPS","THE PRACTICAL SOLUTION PUBLIC COMPANY LIMITED","0.00048","0.89066","0.92527","-0.15127","-0.06568","-0.03685","0.11202"
"TQM","TQM ALPHA PUBLIC COMPANY LIMITED","0.00086","1.04119","0.83667","-0.60199","-0.01523","-0.13646","0.16668"
"TQR","TQR PUBLIC COMPANY LIMITED","-9e-04","0.81021","0.96351","0.35408","-0.29037","-0.53947","0.10772"
"TR","THAI RAYON PUBLIC COMPANY LIMITED","2e-04","0.52615","0.35834","0.2445","-0.36504","0.14381","0.06045"
"TRC","TRC CONSTRUCTION PUBLIC COMPANY LIMITED","0.00068","1.68551","1.51386","0.12758","0.02226","-0.15187","0.10755"
"TRITN","TRITON HOLDING PUBLIC COMPANY LIMITED","-3e-05","1.29477","1.00387","-0.04113","0.03796","0.07415","0.07578"
"TRT","TIRATHAI PUBLIC COMPANY LIMITED","-0.00031","0.73082","0.75811","0.22122","0.03652","0.03618","0.08424"
"TRU","THAI RUNG UNION CAR PUBLIC COMPANY LIMITED","-0.00018","0.52997","0.57802","0.04179","-0.074","0.12854","0.07618"
"TRUBB","THAI RUBBER LATEX GROUP PUBLIC COMPANY LIMITED","-6e-05","1.1328","1.21052","0.33337","-0.01646","0.18669","0.10679"
"TRUE","TRUE CORPORATION PUBLIC COMPANY LIMITED","0.00028","1.24519","0.0897","-0.44633","-0.9457","-0.07687","0.20535"
"TRV","T.R.V. RUBBER PRODUCTS PUBLIC COMPANY LIMITED","0.00025","1.33547","0.43898","0.11001","-0.24219","0.13071","0.06874"
"TSC","THAI STEEL CABLE PUBLIC COMPANY LIMITED","1e-04","0.25927","0.10286","0.16124","-0.03885","-0.0935","0.01351"
"TSE","THAI SOLAR ENERGY PUBLIC COMPANY LIMITED","-0.00035","1.19653","0.87665","-0.0054","-0.21252","-0.12024","0.18095"
"TSI","THE THAI SETAKIJ INSURANCE PUBLIC COMPANY LIMITED","0.00023","0.74928","0.70355","-0.09647","0.08129","0.18756","0.02751"
"TSTE","TSTE PUBLIC COMPANY LIMITED","0.00081","0.16973","0.27848","-0.02285","-0.18943","-0.00175","0.00291"
"TSTH","TATA STEEL (THAILAND) PUBLIC COMPANY LIMITED","-5e-05","1.29416","1.28652","0.36766","-0.39359","0.47887","0.15969"
"TTA","THORESEN THAI AGENCIES PUBLIC COMPANY LIMITED","-0.00052","1.53443","1.11269","0.65228","-0.33672","0.22155","0.27118"
"TTB","TMBTHANACHART BANK PUBLIC COMPANY LIMITED","-0.00012","1.20116","-0.15572","0.34452","-0.46069","-0.06032","0.39195"
"TTCL","TTCL PUBLIC COMPANY LIMITED","-8e-04","1.46555","1.07983","-0.01597","-0.07942","0.11015","0.17867"
"TTI","THAI TEXTILE INDUSTRY PUBLIC COMPANY LIMITED","0.00046","0.13007","0.34978","0.19851","-0.04204","-0.19805","0.00543"
"TTLPF","TALAAD THAI LEASEHOLD PROPERTY FUND","-0.00031","0.00047","0.09284","-0.00632","0.0769","-0.02527","-0.01247"
"TTT","TORAY TEXTILES (THAILAND) PUBLIC COMPANY LIMITED","-0.00053","0.3428","0.07085","-0.06445","-0.03535","-0.01729","0.03917"
"TTW","TTW PUBLIC COMPANY LIMITED","-2e-05","0.36383","-0.06285","-0.05258","-0.01142","-0.03221","0.09317"
"TU","THAI UNION GROUP PUBLIC COMPANY LIMITED","-3e-05","0.57143","0.04627","0.02134","0.06445","0.08052","0.09129"
"TURTLE","SUPER TURTLE PUBLIC COMPANY LIMITED","0.00548","-1.06459","1.39244","-0.3254","-3.74031","-3.98034","0.14128"
"TVDH","TVD HOLDINGS PUBLIC COMPANY LIMITED","-0.00066","1.28369","1.13721","0.20637","-0.03624","0.026","0.12648"
"TVH","THAIVIVAT HOLDINGS PUBLIC COMPANY LIMITED","0.0033","3.88573","0.18175","-0.28248","3.37448","3.83204","0.0459"
"TVO","THAI VEGETABLE OIL PUBLIC COMPANY LIMITED","0.00012","0.52755","0.24251","0.034","0.10027","0.0272","0.08381"
"TVT","TV THUNDER PUBLIC COMPANY LIMITED","-0.00042","1.18119","1.1626","-0.09764","-0.28171","0.24085","0.09832"
"TWP","THAI WIRE PRODUCTS PUBLIC COMPANY LIMITED","-0.00013","0.70564","0.74574","0.19624","-0.25754","-0.08017","0.06542"
"TWPC","THAI WAH PUBLIC COMPANY LIMITED","1e-04","0.75235","0.67264","0.21936","-0.04335","0.07926","0.07605"
"TWZ","TWZ CORPORATION PUBLIC COMPANY LIMITED","0.00066","1.18312","0.7855","-0.03259","-0.24316","0.02526","0.02563"
"TYCN","TYCOONS WORLDWIDE GROUP (THAILAND) PUBLIC CO.,LTD.","-0.00011","0.53723","0.72799","0.21296","-0.19616","0.24242","0.05168"
"UAC","UAC GLOBAL PUBLIC COMPANY LIMITED","-0.00022","0.93457","0.83707","0.00511","-0.04919","-0.06075","0.13847"
"UBA","Utility Business Alliance Public Company Limited","-0.00243","1.71934","1.44907","0.51112","0.4876","0.26077","0.24141"
"UBE","UBON BIO ETHANOL PUBLIC COMPANY LIMITED","-0.00127","1.2329","0.92304","0.18026","-0.26986","0.01471","0.26979"
"UBIS","UBIS (ASIA) PUBLIC COMPANY LIMITED","-0.00028","0.59513","0.85738","0.24115","0.01286","0.07062","0.0442"
"UEC","UNIMIT ENGINEERING PUBLIC COMPANY LIMITED","-0.00027","0.8775","0.72246","0.25976","0.11815","0.06994","0.09891"
"UKEM","UNION PETROCHEMICAL PUBLIC COMPANY LIMITED","0.00018","1.40293","1.41889","0.36164","-0.01557","-0.08883","0.14378"
"UMI","THE UNION MOSAIC INDUSTRY PUBLIC COMPANY LIMITED","-0.00077","1.3924","1.54499","0.27111","-0.44633","0.07949","0.16256"
"UMS","UNIQUE MINING SERVICES PUBLIC COMPANY LIMITED","8e-04","0.71945","0.99174","0.31323","-0.37765","-0.20055","0.01773"
"UNIQ","UNIQUE ENGINEERING AND CONSTRUCTION PUBLIC COMPANY LIMITED","-4e-04","1.47215","0.86206","0.11866","-0.24414","-0.18596","0.29476"
"UOBKH","UOB KAY HIAN SECURITIES (THAILAND) PUBLIC COMPANY LIMITED","0.00011","0.57759","0.6165","0.35723","0.10528","0.13546","0.05836"
"UP","UNION PLASTIC PUBLIC COMPANY LIMITED","0.00019","0.31296","0.36766","-0.09402","0.10983","0.30607","0.00442"
"UPF","UNION PIONEER PUBLIC COMPANY LIMITED","3e-05","0.22756","0.43935","0.2715","0.02952","0.075","0.0123"
"UPOIC","UNITED PALM OIL INDUSTRY PUBLIC COMPANY LIMITED","-0.00013","0.58169","0.51956","0.05166","0.15808","0.23937","0.0409"
"URBNPF","URBANA PROPERTY FUND (LEASE HOLD)","0.00036","0.33959","0.15422","-0.00458","-0.20042","0.00944","0.00343"
"UREKA","EUREKA DESIGN PUBLIC COMPANY LIMITED","2e-05","1.1119","1.15341","0.06992","-0.20019","0.10256","0.07144"
"UTP","UNITED PAPER PUBLIC COMPANY LIMITED","0.00019","1.04006","0.83876","-0.00411","0.0826","-0.06562","0.08954"
"UV","UNIVENTURES PUBLIC COMPANY LIMITED","-0.00051","1.58966","1.06376","0.31804","-0.29467","-0.06915","0.28083"
"UVAN","UNIVANICH PALM OIL PUBLIC COMPANY LIMITED","-0.00011","0.59815","0.55946","0.07848","0.07795","0.12823","0.06688"
"VARO","VAROPAKORN PUBLIC COMPANY LIMITED","8e-04","0.65783","0.6789","-0.20671","-0.39918","0.19474","0.01656"
"VCOM","VINTCOM TECHNOLOGY PUBLIC COMPANY LIMITED","0.00036","1.2157","0.92052","-0.03859","0.11554","0.18867","0.11845"
"VGI","VGI PUBLIC COMPANY LIMITED","-0.00028","1.26923","0.44352","-0.17165","0.03664","-0.24455","0.2454"
"VIBHA","VIBHAVADI MEDICAL CENTER PUBLIC COMPANY LIMITED","0.00042","0.6963","0.3838","-0.08406","-0.03567","-0.23301","0.1293"
"VIH","SRIVICHAIVEJVIVAT PUBLIC COMPANY LIMITED","4e-04","0.92845","0.68488","-0.2119","0.04595","0.03385","0.13452"
"VL","V.L. ENTERPRISE PUBLIC COMPANY LIMITED","-0.00084","1.40972","1.47582","0.25442","0.21377","0.24053","0.20682"
"VNG","VANACHAI GROUP PUBLIC COMPANY LIMITED","0.00022","0.7991","0.86537","0.32281","-0.04953","-0.01932","0.10381"
"VPO","VICHITBHAN PALMOIL PUBLIC COMPANY LIMITED","-0.00026","1.39904","1.74691","0.34187","0.31504","0.27984","0.1374"
"VRANDA","VERANDA RESORT PUBLIC COMPANY LIMITED","-0.00053","0.70974","0.5274","0.10782","-0.17589","0.07491","0.16941"
"W","WOW FACTOR PUBLIC COMPANY LIMITED","0.00091","0.86456","0.67543","-0.49158","-0.54157","0.09302","0.00882"
"WACOAL","THAI WACOAL PUBLIC COMPANY LIMITED","-7e-05","0.04494","0.06477","0.1258","-0.0507","0.00823","0.00206"
"WARRIX","Warrix Sport Public Company Limited","0.00208","0.84517","1.34266","0.09188","0.12157","0.34988","0.05062"
"WAVE","WAVE EXPONENTIAL PUBLIC COMPANY LIMITED","-0.00064","1.00172","1.04554","0.07233","-0.06718","0.11274","0.04533"
"WFX","WORLD FLEX PUBLIC COMPANY LIMITED","-0.00187","0.96484","1.34561","0.54571","-0.19284","-0.47118","0.16033"
"WGE","WELL GRADED ENGINEERING PUBLIC COMPANY LIMITED","-0.00194","1.1104","1.405","0.41867","0.12198","0.29005","0.13585"
"WHA","WHA CORPORATION PUBLIC COMPANY LIMITED","3e-04","1.36887","0.46198","-0.08385","-0.31052","-0.1722","0.3169"
"WHABT","WHA BUSINESS COMPLEX FREEHOLD AND LEASEHOLD REAL ESTATE INVESTMENT TRUST","-2e-05","0.11814","0.04527","0.03768","-0.08227","-0.10259","0.02489"
"WHAIR","WHA INDUSTRIAL LEASEHOLD REAL ESTATE INVESTMENT TRUST","-0.00023","0.41134","0.16323","0.1261","0.00799","-0.08677","0.10857"
"WHART","WHA PREMIUM GROWTH FREEHOLD AND LEASEHOLD REAL ESTATE INVESTMENT TRUST","8e-05","0.2389","0.11747","0.11521","0.11643","-0.15138","0.0366"
"WHAUP","WHA UTILITIES AND POWER PUBLIC COMPANY LIMITED","-8e-05","0.95874","0.4029","-0.05936","-0.29508","-0.09878","0.25618"
"WICE","WICE LOGISTICS PUBLIC COMPANY LIMITED","0.00041","1.61303","1.55629","0.04669","0.31564","0.21548","0.22964"
"WIIK","WIIK PUBLIC COMPANY LIMITED","0.00014","1.14472","1.13719","0.15395","-0.25123","-0.02837","0.12104"
"WIN","WYNCOAST INDUSTRIAL PARK PUBLIC COMPANY LIMITED","1e-04","1.11738","1.35707","-0.04097","-0.3513","0.17856","0.08711"
"WINMED","WINNERGY MEDICAL PUBLIC COMPANY LIMITED","-0.00059","0.58435","0.98177","0.2408","-0.08557","-0.33926","0.10358"
"WINNER","WINNER GROUP ENTERPRISE PUBLIC COMPANY LIMITED","1e-05","0.75912","0.6394","-0.01345","0.01236","0.06532","0.12318"
"WORK","WORKPOINT ENTERTAINMENT PUBLIC COMPANY LIMITED","-0.00014","1.58694","1.08907","-0.06372","-0.06217","0.06383","0.2289"
"WORLD","WORLD CORPORATION PUBLIC COMPANY LIMITED","0","1e-05","1e-05","-2e-05","0","-1e-05","-0.00181"
"WP","WP ENERGY PUBLIC COMPANY LIMITED","-0.00063","0.99651","0.85231","-0.02943","-0.04307","-0.04037","0.13644"
"WPH","WATTANAPAT HOSPITAL TRANG PUBLIC COMPANY LIMITED","0.00046","0.69593","0.7561","-0.06434","-0.06145","-0.01228","0.06771"
"XO","EXOTIC FOOD PUBLIC COMPANY LIMITED","0.00106","0.85596","0.78381","0.00189","0.0357","0.07445","0.07261"
"XPG","XSPRING CAPITAL PUBLIC COMPANY LIMITED","0.00011","1.06701","0.85474","-0.03871","0.2594","0.53507","0.07861"
"YGG","YGGDRAZIL GROUP PUBLIC COMPANY LIMITED","0.00185","1.29881","1.07181","-0.42382","-0.01514","0.04815","0.09534"
"YONG","Yong Concrete Public Company Limited","0.00015","1.83522","1.29597","-0.19039","0.00419","0.12176","0.15041"
"YUASA","YUASA BATTERY (THAILAND) PUBLIC COMPANY LIMITED","0.00048","0.86611","0.99792","0.01889","0.04282","-0.01629","0.06137"
"ZAA","ZALEKTA PUBLIC COMPANY LIMITED","-0.01531","-2.47366","-13.89118","5.57716","-6.01486","-5.25236","0.38799"
"ZEN","ZEN CORPORATION GROUP PUBLIC COMPANY LIMITED","-0.00022","1.19103","0.89273","0.17746","-0.10318","0.03148","0.23037"
"ZIGA","ZIGA INNOVATION PUBLIC COMPANY LIMITED","-1e-04","1.48316","1.09616","-0.06338","-0.21323","0.23772","0.0865"
